path,title,artist,album,year,duration_ms,spotify_track_id,spotify_url,match_score,match_title,match_artist
Mat Zo & Arty - Mozart.mp3,Mozart,Mat Zo & Arty,,,292937,3tvIrvGdsNJuCZyHiRfdrh,https://open.spotify.com/track/3o6hnYHQGPs59NUQmJ1bqh,0.925,Mozart - Radio Edit,"Mat Zo, ARTY"
Michael Calfan - Nobody Does It Better (Official Music Video).mp3,Nobody Does It Better,Michael Calfan,,,177476,1BMwsK4pa9KhiFmOp1oCjf,https://open.spotify.com/track/1BMwsK4pa9KhiFmOp1oCjf,0.9,Nobody Does It Better,Michael Calfan
Michael Jackson - Beat It (FD Electro House Remix).mp3,Beat It (FD Electro House Remix),Michael Jackson,,,437420,6HAli6NYLW8KxNN2pKsUUK,https://open.spotify.com/track/6HAli6NYLW8KxNN2pKsUUK,0,Party Crackin,"Myaap, Ke Lo"
Michael Jackson - Hollywood Tonight (Dj Chuckie Remix) Hot New Song 2011 + Download link!.mp3,Hollywood Tonight (Dj Chuckie Remix) Hot New Song 2011 + Download link!,Michael Jackson,,,232098,1XdMp6v9Q3N80WnKSbGfl4,https://open.spotify.com/track/1XdMp6v9Q3N80WnKSbGfl4,0.4,Hollywood,"LA Vision, Gigi D'Agostino"
Michael Jackson Smooth Criminal (Electro Remix).mp3,Michael Jackson Smooth Criminal (Electro Remix),,,,257776,2HtC6KsunFKydl98AfxMze,https://open.spotify.com/track/2HtC6KsunFKydl98AfxMze,0.4,Smooth Criminal,The FifthGuys
Michael Woods - Clanga (Original Mix).mp3,Clanga,Michael Woods,,,370364,12bM9eRZWaXsjrqD43JjtR,https://open.spotify.com/track/12bM9eRZWaXsjrqD43JjtR,0.8,Clanga - Original Mix,Michael Woods
Mightyfools - Go (Original Mix).mp3,Go,Mightyfools,,,273241,6U8yGCDYQmgvVx0VJD9mRg,https://open.spotify.com/track/6U8yGCDYQmgvVx0VJD9mRg,0.7,Party Goin,Mightyfools
Miguel Campbell - Something Special (Original Mix).mp3,Something Special,Miguel Campbell,,,282802,5ff8yitJ1x7D4tOaIlyklz,https://open.spotify.com/track/5ff8yitJ1x7D4tOaIlyklz,1,Something Special,Miguel Campbell
N'to - Trauma (Worakls Remix).mp3,Trauma (Worakls Remix),N'to,,,599980,1uXUZfJykefWuwj9VtyxIq,https://open.spotify.com/track/1uXUZfJykefWuwj9VtyxIq,0.5,Trauma - Worakls Remix,"NTO, Worakls"
Nari & Milani Vs Maurizio Gubellini Ft. Nicci - Vago (Original mix).mp3,Vago,Nari & Milani Vs Maurizio Gubellini Ft. Nicci,,,307931,7m1hNLELEr8mG1nghbzkhe,https://open.spotify.com/track/7m1hNLELEr8mG1nghbzkhe,0.65,Vago (feat. Nicci),"Nari & Milani, Maurizio Gubellini, Nicci"
NERVO & Hook N Sling - Reason (Official Music Video).mp3,Reason,NERVO & Hook N Sling,,,241607,5Jhmv9u0eUTZWLcvLntIw9,https://open.spotify.com/track/5Jhmv9u0eUTZWLcvLntIw9,0.6,Reason,"NERVO, Hook N Sling"
NERVO & Marco Lys - Don't Break My Heart (Lyric Video).mp3,Don't Break My Heart,NERVO & Marco Lys,,,222433,67AeInuW3ZRX47Ye5ROct2,https://open.spotify.com/track/67AeInuW3ZRX47Ye5ROct2,0.6,Don't Break My Heart,"NERVO, Marco Lys"
New World Sound & Thomas Newson - Flute (Original Mix).mp3,Flute,New World Sound & Thomas Newson,,,287086,7hgb6oUoiwgeE7EKcCdTQE,https://open.spotify.com/track/6NNaLF30AmpDERUYvSVchE,1.000,Flute - Radio Edit,"New World Sound, Thomas Newson"
Nicky Romero & Mitch Crown - Schizophrenic (Official Music Video) [HD].mp3,Schizophrenic,Nicky Romero & Mitch Crown,,,210887,2Ml2RNLcCoKN7NxW5yfG2B,https://open.spotify.com/track/2Ml2RNLcCoKN7NxW5yfG2B,0.6,Schizophrenic,"Nicky Romero, Mitch Crown"
Nicky Romero - Camorra (Original Mix).mp3,Camorra,Nicky Romero,,,375301,5vpiEwsv5JICVdO5jD42us,https://open.spotify.com/track/5vpiEwsv5JICVdO5jD42us,1,Camorra,Nicky Romero
Nicky Romero - My Friend (Original Mix).mp3,My Friend,Nicky Romero,,,416418,36J0wYcbZgJ4pCQYNZY5Eb,https://open.spotify.com/track/36J0wYcbZgJ4pCQYNZY5Eb,0.95,My Friend,Nicky Romero
Nicky Romero - Toulouse.mp3,Toulouse,Nicky Romero,,,259500,4AtYl1l9JI3x5Sb9SuOBIL,https://open.spotify.com/track/4AtYl1l9JI3x5Sb9SuOBIL,0.9,Toulouse,Nicky Romero
Noir & Haze - Around [Solomun Vox Mix] - NMB037.mp3,Around [Solomun Vox Mix] - NMB037,Noir & Haze,,,419056,7DFqc3ncGCYWBPZl4GQLgh,https://open.spotify.com/track/7DFqc3ncGCYWBPZl4GQLgh,0.3,Around - Solomun Vox Remix,"Noir & Haze, Solomun"
Oliver Heldens - Gecko (OUT NOW).mp3,Gecko,Oliver Heldens,,,193855,483XiZ5o13Cc1zoWV7jGml,https://open.spotify.com/track/483XiZ5o13Cc1zoWV7jGml,0.6,Gecko (Overdrive) - Radio Edit,"Oliver Heldens, Becky Hill"
Ornette - Crazy (Nôze remix) [Official].mp3,Crazy (Nôze remix),Ornette,,,359863,5OkuO5pfHG6Gmput8aV4ju,https://open.spotify.com/track/5OkuO5pfHG6Gmput8aV4ju,0.8,Crazy - Nôze Remix - Extended Club Version,Ornette
Oxia - Domino.mp3,Domino,Oxia,,,431151,6VGNzYErt08Rai78mLkIzI,https://open.spotify.com/track/6VGNzYErt08Rai78mLkIzI,0.95,Domino,Oxia
Parra for Cuva ft. Anna Naklab - Wicked Games (Official Music Video).mp3,Wicked Games,Parra for Cuva ft. Anna Naklab,,,198949,5Kntz1EHe8wJj6ZMwz5LYJ,https://open.spotify.com/track/5Kntz1EHe8wJj6ZMwz5LYJ,0.45,Wicked Games (feat. Anna Naklab) - Radio Edit,"Parra for Cuva, Anna Naklab"
Pelari - Cango (Original Mix).mp3,Cango,Pelari,,,364147,6Ll0VjORqMUKkcY30lpaMR,https://open.spotify.com/track/6Ll0VjORqMUKkcY30lpaMR,1,Cango,Pelari
Plus Minus Promotion A Minor Thinking Bout The Things.mp3,Plus Minus Promotion A Minor Thinking Bout The Things,,,,231236,0o1geRSc0kHGdcAF1m05Dp,https://open.spotify.com/track/0o1geRSc0kHGdcAF1m05Dp,0.4,Plus,super blondy
Quintino & Alvaro - World In Our Hands (Original Mix).mp3,World In Our Hands,Quintino & Alvaro,,,375902,2x8b6szIzSWZe8s8KsOjWX,https://open.spotify.com/track/2x8b6szIzSWZe8s8KsOjWX,0.6,World In Our Hands,"Quintino, Alvaro"
Quintino & Kenneth G - Blowfish (OUT NOW).mp3,Blowfish,Quintino & Kenneth G,,,89913,4MC2PcJN9lUKQWj2GkpG8B,https://open.spotify.com/track/4MC2PcJN9lUKQWj2GkpG8B,0.6,Blowfish,"Quintino, Kenneth G"
R3hab & David Solano - Do It (Life In Color Anthem 2013).mp3,Do It (Life In Color Anthem 2013),R3hab & David Solano,,,270080,0Xj1aVcDJyO556sjjl2sge,https://open.spotify.com/track/0Xj1aVcDJyO556sjjl2sge,0.661,Do It - Life In Color Anthem 2013,"R3HAB, SOLANO"
R3hab - Samurai (Go Hard) [Official Video].mp3,Samurai (Go Hard),R3hab,,,233221,1YRpwaPKL22RSEqo2ZvVhz,https://open.spotify.com/track/1YRpwaPKL22RSEqo2ZvVhz,0.9,Samurai (Go Hard),R3HAB
RAFAEL CHAVEZ - For You (Babysitters Remix) OUT NOW!!!.mp3,For You (Babysitters Remix) OUT NOW!!!,RAFAEL CHAVEZ,,,233430,7y9me4zUvv1aVCmPW30HRu,https://open.spotify.com/track/7y9me4zUvv1aVCmPW30HRu,0.4,For You,"Broiler, Anna Bergendahl"
Ray Foxx ft. Rachel K Collier - Boom Boom (Heartbeat).mp3,Boom Boom (Heartbeat),Ray Foxx ft. Rachel K Collier,,,201848,55BUvOC0klLXGinj2VwTjs,https://open.spotify.com/track/55BUvOC0klLXGinj2VwTjs,0.65,Boom Boom (Heartbeat) [made popular by Ray Foxx ft. Rachel K Collier] [backing version],Party Tyme
Rita Ora - Let You Love Me [Official Video].mp3,Let You Love Me,Rita Ora,,,190328,5Fla3zyOCcIRqrDoKLU0DP,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,1,Let You Love Me,Rita Ora
Rune RK - Burning Boombox (Original Mix).mp3,Burning Boombox,Rune RK,,,367229,4IBnenAT9TuhhghUVY9xZm,https://open.spotify.com/track/4IBnenAT9TuhhghUVY9xZm,1,Burning Boombox,Rune RK
Rune RK - Teacup (Official Music Video).mp3,Teacup,Rune RK,,,220578,2Agw7HMp0w7FH4rTCzEaZN,https://open.spotify.com/track/2Agw7HMp0w7FH4rTCzEaZN,0.9,Teacup,Rune RK
SAIL - AWOLNATION (Unofficial Video).mp3,AWOLNATION (Unofficial Video),SAIL,,,248738,22WxRpIhS77PlEzwj1rCN1,https://open.spotify.com/track/22WxRpIhS77PlEzwj1rCN1,0,Sail - Live in Columbus,AWOLNATION
Sander van Doorn - Joyenergizer (Official Music Video).mp3,Joyenergizer,Sander van Doorn,,,201064,4boz4oEimOWDtIbGs4FBDr,https://open.spotify.com/track/4boz4oEimOWDtIbGs4FBDr,1,Joyenergizer (Sander van Doorn 2025 Remix),Sander van Doorn
Shawnee Taylor ft. SYMPHO NYMPHO - Colors [Official video].mp3,Colors,Shawnee Taylor ft. SYMPHO NYMPHO,,,217365,4R467GbyTVsRKQxArOWFVK,https://open.spotify.com/track/4R467GbyTVsRKQxArOWFVK,0,ok,Synne Vo
Shermanology & Amba Shepherd - Who We Are (OUT NOW).mp3,Who We Are,Shermanology & Amba Shepherd,,,78785,7FmI3ygVG04KIhikMHKOKB,https://open.spotify.com/track/7FmI3ygVG04KIhikMHKOKB,0,A Little Priest,"Johnny Depp, Helena Bonham Carter"
Showtek & Noisecontrollers - Get Loose (Tiesto Remix) - Copy (1).mp3,Get Loose (Tiesto Remix) - Copy (1),Showtek & Noisecontrollers,,,344320,5v4o42r2nTxqiLCEghAVap,https://open.spotify.com/track/5MvCgyuPop4l4EsV9OoSE4,0.642,Can't Get Over You,"Nick Strand, Mio"
Showtek & Noisecontrollers - Get Loose (Tiesto Remix).mp3,Get Loose (Tiesto Remix),Showtek & Noisecontrollers,,,344320,03zQwg9GmELizUbWol6DMz,https://open.spotify.com/track/03zQwg9GmELizUbWol6DMz,0.667,Get Loose - Tiesto Remix,"Showtek, Noisecontrollers"
Showtek - Slow down (Original Mix).mp3,Slow down,Showtek,,,402469,4BKKV1CTZ7mM3BmBiEXMky,https://open.spotify.com/track/4BKKV1CTZ7mM3BmBiEXMky,0.6,Slow Down Pt. 2,"Showtek, .EXA"
Showtek Feat. Justin Prime - Cannonball (Original Mix).mp3,Cannonball,Showtek Feat. Justin Prime,,,300095,53JfpBn5zgIah4JRQRisL7,https://open.spotify.com/track/53JfpBn5zgIah4JRQRisL7,0.4,Cannonball - The Prophet Remix,"Showtek, Justin Prime, The Prophet"
Showtek ft. We Are Loud & Sonny Wilson - Booyah (Official Music Video).mp3,Booyah,Showtek ft. We Are Loud & Sonny Wilson,,,253753,55SPQmrp0XawJSbBtPelaA,https://open.spotify.com/track/3eeyvEpQWJOLpK1pxmO8VX,0.806,Booyah (feat. We Are Loud & Sonny Wilson) - Radio Edit,"Showtek, We Are Loud, Sonny Wilson"
Sidekick - Deep Fear.mp3,Deep Fear,Sidekick,,,358008,2w95hYvNjSscsijPsYGS8r,https://open.spotify.com/track/2w95hYvNjSscsijPsYGS8r,0.8,Deep Fear,"Gabry Ponte, DJs From Mars, Sidekick"
Sidney Samson and Martin Garrix - Torrent.mp3,Torrent,Sidney Samson and Martin Garrix,,,319399,6MaBAh2cPYCVHNrgItAeTT,https://open.spotify.com/track/6MaBAh2cPYCVHNrgItAeTT,0.7,Torrent,"Sidney Samson, Martin Garrix"
Slicerboys - Glow.mp3,Glow,Slicerboys,,,418638,46j8ngtak4350QITzWRCyo,https://open.spotify.com/track/46j8ngtak4350QITzWRCyo,1,Glow,Slicerboys
Spencer Tarring - Come On Now (Official Music Video).mp3,Come On Now,Spencer Tarring,,,232072,76HfwQXbgkBGaTR6gftQ1C,https://open.spotify.com/track/76HfwQXbgkBGaTR6gftQ1C,0.9,Come On Now,Spencer Tarring
Steve Angello - Yeah (Original Mix).mp3,Yeah,Steve Angello,,,326531,17xo0Ib3CwxZdxLNjLSQlC,https://open.spotify.com/track/17xo0Ib3CwxZdxLNjLSQlC,1,Yeah,Steve Angello
Steve Aoki & Chris Lake & Tujamo - Boneless (Original Mix).mp3,Boneless,Steve Aoki & Chris Lake & Tujamo,,,277029,75f4fO9adbAYJqNBKJNrxs,https://open.spotify.com/track/75f4fO9adbAYJqNBKJNrxs,0.6,Boneless,"Steve Aoki, Chris Lake, Tujamo"
Suyano & Billy The Kit - Busted (OUT NOW).mp3,Busted,Suyano & Billy The Kit,,,91141,4i415qDvNYDyeLdTjlPJhr,https://open.spotify.com/track/4i415qDvNYDyeLdTjlPJhr,0.6,Busted,"Suyano, Billy The Kit"
Sven Väth - Akzidenz Grotesk  Isbjörn.mp3,Akzidenz Grotesk Isbjörn,Sven Väth,,,310909,0pr7Jl0jsS8pKo3WTPqJ2A,https://open.spotify.com/track/0pr7Jl0jsS8pKo3WTPqJ2A,0,FARGEBLIND,GroteSK
Swanky Tunes - Blood Rush (Original Mix).mp3,Blood Rush,Swanky Tunes,,,362005,5X87Sdl2b8fSVdOxW8xS7Z,https://open.spotify.com/track/5X87Sdl2b8fSVdOxW8xS7Z,1,Blood Rush,Swanky Tunes
The Partysquad & Mitchell Niemeyer - #PantsDown (Official Video).mp3,#PantsDown,The Partysquad & Mitchell Niemeyer,,,205479,49uKHgxD2pwsI8GK7EHvzf,https://open.spotify.com/track/49uKHgxD2pwsI8GK7EHvzf,0.4,#Pantsdown - Club Mix,"The Partysquad, Mitchell Niemeyer"
The Potbelleez - Hello (Official Video).mp3,Hello,The Potbelleez,,,213133,4aqc7jALwcI1Mu0rht2bom,https://open.spotify.com/track/4aqc7jALwcI1Mu0rht2bom,0.95,Hello,The Potbelleez
The Potbelleez - Saved In A Bottle (Dannic Remix).mp3,Saved In A Bottle (Dannic Remix),The Potbelleez,,,347037,2928lmIvOoCYyGISW4pCNt,https://open.spotify.com/track/2928lmIvOoCYyGISW4pCNt,0.9,Saved In A Bottle,The Potbelleez
The Potbelleez Trouble Trouble.mp3,The Potbelleez Trouble Trouble,,,,208927,35GUPV9uoziOhKFuA1Yg0a,https://open.spotify.com/track/35GUPV9uoziOhKFuA1Yg0a,0.5,Trouble Trouble,The Potbelleez
The Potbellez - Midnight Midnight.mp3,Midnight Midnight,The Potbellez,,,191138,5SrMp4FveCG6tmVr2xF6e9,https://open.spotify.com/track/37UCSVSqiPGdR1DijOFyYY,0.767,Midnight Sun,Zara Larsson
Thomas Gold ft. Kaelyn Behr - Remember (Original).mp3,Remember (Original),Thomas Gold ft. Kaelyn Behr,,,410514,0AOEIxnRtMr3hLjpwaH9fy,https://open.spotify.com/track/0AOEIxnRtMr3hLjpwaH9fy,0.6,Remember (Alright),ATANA
Thomas Newson - Pallaroid [OUT NOW!].mp3,Pallaroid,Thomas Newson,,,313757,6DPlv0oDAb77j54HiWVJkw,https://open.spotify.com/track/6DPlv0oDAb77j54HiWVJkw,0.8,Pallaroid,DJ Thomas Newson
Tiësto & Hardwell - Zero 76 (Official Music Video) [1080 HD].mp3,Zero 76 [1080 HD],Tiësto & Hardwell,,,207595,0KxzO6ZP8mq8Aml11XiVEO,https://open.spotify.com/track/7kSxVn8HvKeHwW3o7W0M2S,0.850,tjueto (demo),Ramón
Tiësto & Showtek - Hell Yeah! [OFFICIAL MUSIC VIDEO].mp3,Hell Yeah!,Tiësto & Showtek,,,276924,2bD9x9p4dCx2Uu2lzUk6S2,https://open.spotify.com/track/2bD9x9p4dCx2Uu2lzUk6S2,0.7,Hell Yeah!,"Tiësto, Showtek"
Tiësto & Wolfgang Gartner - We Own The Night ft. Luciana [OFFICIAL MUSIC VIDEO].mp3,We Own The Night ft. Luciana,Tiësto & Wolfgang Gartner,,,224862,7bYKMJI4z6mApjLhv4hOBM,https://open.spotify.com/track/7bYKMJI4z6mApjLhv4hOBM,0,Pimp Juice,Nelly
Tiësto ft. Matthew Koma - Wasted (Mike Mago Remix).mp3,Wasted (Mike Mago Remix),Tiësto ft. Matthew Koma,,,371592,3pmaB3cwb4XWRX7aA65ez0,https://open.spotify.com/track/3pmaB3cwb4XWRX7aA65ez0,0,Føler ikke no (Manowar),"Kulturaften, DJ VLADI, KNEKT"
Tujamo - There It Is (Original Mix)    [OFFICIAL].mp3,There It Is,Tujamo,,,303438,67Xg9RJ4Czsr7OUXtBiqIP,https://open.spotify.com/track/67Xg9RJ4Czsr7OUXtBiqIP,0.7,There It Is - Radio Mix,Tujamo
Vato Gonzalez - Triplets Riddim (Original Mix).mp3,Triplets Riddim,Vato Gonzalez,,,297874,3shSBLvKbX3DVvJlVBFsRe,https://open.spotify.com/track/3shSBLvKbX3DVvJlVBFsRe,1,Triplets Riddim,Vato Gonzalez
Vicetone - Lowdown (OUT NOW).mp3,Lowdown,Vicetone,,,57966,7L9nFaWGfORqtZolLny1WH,https://open.spotify.com/track/7L9nFaWGfORqtZolLny1WH,0.9,Lowdown,Vicetone
Wolfgang Gartner - Wolfgang's 5th Symphony in ORIGINAL MIX [HD 720p].mp3,Wolfgang's 5th Symphony in ORIGINAL MIX,Wolfgang Gartner,,,443820,4ku03f8oyVlgqpJ3EmnAcy,https://open.spotify.com/track/4ku03f8oyVlgqpJ3EmnAcy,0.7,Wolfgang's 5th Symphony,Wolfgang Gartner
Worakls - Question Réponse.mp3,Question Réponse,Worakls,,,366420,5bsqVWz1HriB7VTkUyPHRC,https://open.spotify.com/track/5bsqVWz1HriB7VTkUyPHRC,1,Question réponse,Worakls
Yeah Yeah Yeahs - Heads Will Roll (A-Trak remix).mp3,Heads Will Roll (A-Trak remix),Yeah Yeah Yeahs,,,204016,5qGIfWDRdyO67LCTqA2sEn,https://open.spotify.com/track/5qGIfWDRdyO67LCTqA2sEn,0.7,Heads Will Roll - A-Trak Remix Radio Edit,"Yeah Yeah Yeahs, A-Trak"
Ylvis - The Fox (What Does The Fox Say) [Official music video HD] - Copy (1).mp3,The Fox (What Does The Fox Say) - Copy (1),Ylvis,,,224862,5HOpkTTVcmZHnthgyxrIL8,https://open.spotify.com/track/5HOpkTTVcmZHnthgyxrIL8,0.7,The Fox (What Does the Fox Say?),Ylvis
Yves V & Blasterjaxx - That Big (Original Mix).mp3,That Big,Yves V & Blasterjaxx,,,395651,3U285hGSihPH0aW79xWePf,https://open.spotify.com/track/3U285hGSihPH0aW79xWePf,0.7,That Big,"Yves V, Blasterjaxx"
Zedd - Clarity (feat. Foxes).mp3,Clarity (feat. Foxes),Zedd,,,271700,4jIQ0wouzKHbi1fYHORIN0,https://open.spotify.com/track/4jIQ0wouzKHbi1fYHORIN0,0.6,Clarity (feat. Foxes) - Tiësto Remix,"Zedd, Foxes"
Zoo Brazil feat. Rasmus Kellerman - There Is Hope.mp3,There Is Hope,Zoo Brazil feat. Rasmus Kellerman,,,365819,3eWquPz3CfZPWLYAyN9uLq,https://open.spotify.com/track/3eWquPz3CfZPWLYAyN9uLq,0.6,There Is Hope,"Zoo Brazil, Rasmus Kellerman"
Favorites/2Pac feat. Kurupt - Still Ballin' (Lucas Chambon Remix).mp3,Still Ballin' (Lucas Chambon Remix),2Pac feat. Kurupt,,,288287,7CgwWiqDC2gRp3qdmFHEzo,https://open.spotify.com/track/7CgwWiqDC2gRp3qdmFHEzo,0.7,Still Ballin' (feat. Outlawz),"Yukmouth, Outlawz"
Favorites/Acris & Infra - Synergy - Copy (1).mp3,Synergy - Copy (1),Acris & Infra,,,180010,1qu58wxYYVQ8umRB6Nuwep,https://open.spotify.com/track/1qu58wxYYVQ8umRB6Nuwep,0.4,Synergy,Digital Madness
Favorites/Acris & Infra - Synergy.mp3,Synergy,Acris & Infra,,,180010,7mY66rJH0Cn0LpwbjpiDC0,https://open.spotify.com/track/7mY66rJH0Cn0LpwbjpiDC0,0.6,Synergy,"Acris, Infra"
Favorites/Anthony Rother - Father.mp3,Father,Anthony Rother,,,391184,5xrWAghzKsJAHUk62sqV5j,https://open.spotify.com/track/5xrWAghzKsJAHUk62sqV5j,0.9,Father,Anthony Rother
Favorites/ATB - You're Not Alone - HQ.mp3,You're Not Alone,ATB,,,210730,1DSP4ICbBkSOuoGq0lYQwR,https://open.spotify.com/track/1DSP4ICbBkSOuoGq0lYQwR,1,You're Not Alone,ATB
Favorites/Audio Bullys - Shot You Down ft. Nancy Sinatra.mp3,Shot You Down ft. Nancy Sinatra,Audio Bullys,,,219533,5JLyipl9TA28Y0tzH659Zr,https://open.spotify.com/track/5JLyipl9TA28Y0tzH659Zr,0.2,Shot You Down - Radio Edit,"Audio Bullys, Nancy Sinatra"
Favorites/AuRa & CamelPhat - Panic Room.mp3,Panic Room,AuRa & CamelPhat,,,213185,3MkuFR7t25mu7Iscp6GGiV,https://open.spotify.com/track/3MkuFR7t25mu7Iscp6GGiV,0.7,Panic Room,"Au/Ra, CamelPhat"
Favorites/Bag Raiders - Shooting Stars (Official Video).mp3,Shooting Stars,Bag Raiders,,,231654,7tOcPDj3vyopZ404pY6UuP,https://open.spotify.com/track/7tOcPDj3vyopZ404pY6UuP,0.95,Shooting Stars,Bag Raiders
Favorites/Bassjackers vs Breathe Carolina & Apek - The Fever (Official Music Video).mp3,The Fever,Bassjackers vs Breathe Carolina & Apek,,,213656,1AS2ADK5pf7vHRCH0b1LXT,https://open.spotify.com/track/1AS2ADK5pf7vHRCH0b1LXT,0.6,The Fever,"Bassjackers, Breathe Carolina, APEK"
Favorites/Benny Benassi & SOFI TUKKER - Everybody Needs A Kiss (Official Video) [Ultra Music].mp3,Everybody Needs A Kiss [Ultra Music],Benny Benassi & SOFI TUKKER,,,219011,4SQm3rG7WZfIZa8Lqff5q7,https://open.spotify.com/track/7I7fLUK6IDGTxU5QRl7I8v,1.000,Everyone Needs A Friend,Dance With A Stranger
Favorites/BICEP  GLUE (Official Video).mp3,BICEP GLUE,,,,285048,2aJDlirz6v2a4HREki98cP,https://open.spotify.com/track/2aJDlirz6v2a4HREki98cP,0.4,Glue,BICEP
Favorites/Blasterjaxx ft. UHRE - Bizarre (Boye & Sigvardt Remix) [Official Audio].mp3,Bizarre (Boye & Sigvardt Remix),Blasterjaxx ft. UHRE,,,182570,1tWwbQnXKL4qn8A7i4miSV,https://open.spotify.com/track/1tWwbQnXKL4qn8A7i4miSV,0.05,Bassline Wonder (Spilledåsa),"Prells, Sleiken"
Favorites/BLR & SBNC - Varca.mp3,Varca,BLR & SBNC,,,206106,6BpYX4ocLoQbJ6UigExYqp,https://open.spotify.com/track/6BpYX4ocLoQbJ6UigExYqp,0.7,Varca,"BLR, SBNC"
Favorites/BLR x Rave & Crave - Taj (Official Music Video).mp3,Taj,BLR x Rave & Crave,,,226090,400QEuv1HXJcm7gGSya4fn,https://open.spotify.com/track/3LtAcXl1Qbt3Wot2VpSgaX,0.645,Ballenstedt Breakdown,LST!RBL
Favorites/Bonobo  7th Sevens.mp3,Bonobo 7th Sevens,,,,307357,3AW6V6zWH45jI7eNPnSDfT,https://open.spotify.com/track/3AW6V6zWH45jI7eNPnSDfT,0.5,7th Sevens,Bonobo
Favorites/Bonobo  No Reason (feat. Nick Murphy).mp3,Bonobo No Reason (feat. Nick Murphy),,,,243644,2ZaL63zLMDr6H18El2EIt9,https://open.spotify.com/track/2ZaL63zLMDr6H18El2EIt9,0.1,Rosewood,Bonobo
Favorites/Brandon Flowers - I Can Change (Lyric Video) - Copy (1).mp3,I Can Change - Copy (1),Brandon Flowers,,,260624,1tXtGZuPA0JWNgdzk9SFyr,https://open.spotify.com/track/2l6nDyvPFbz7S4DPCpLcWZ,0.800,God Mode,Tom MacDonald
Favorites/Breathe Carolina & Bassjackers feat. CADE - Can't Take It (Official Music Video) - Copy (1).mp3,Can't Take It - Copy (1),Breathe Carolina & Bassjackers feat. CADE,,,192287,3s1V3iuSJPncV3r7XljC8J,https://open.spotify.com/track/3s1V3iuSJPncV3r7XljC8J,0.4,Can't Take It (feat. CADE),"Breathe Carolina, Bassjackers, CADE"
Favorites/Breathe Carolina - Stay (ft. Sophie and the Bom Boms).mp3,Stay (ft. Sophie and the Bom Boms),Breathe Carolina,,,203363,0KWjWr5XvzjAhDqcdlMc8U,https://open.spotify.com/track/2Dlp3mgmT5GgKw9tXs85NA,0.750,I'm a Dog,Kevin Gates
Favorites/Brooks & GRX - Boomerang (Official Video).mp3,Boomerang,Brooks & GRX,,,195448,6Gw2dHX6FsQcIuiWxe0vWk,https://open.spotify.com/track/6Gw2dHX6FsQcIuiWxe0vWk,0.7,Boomerang,"Brooks, GRX"
Favorites/Calippo - Down With You.mp3,Down With You,Calippo,,,189440,2ff9jjSNR73bvyBQAogyKb,https://open.spotify.com/track/2ff9jjSNR73bvyBQAogyKb,1,Down with You,Calippo
Favorites/CALIPPO - Mesa verde [Official] - Copy (1).mp3,Mesa verde - Copy (1),CALIPPO,,,232620,2v08lvnHOS46BmIQSd3tVe,https://open.spotify.com/track/2v08lvnHOS46BmIQSd3tVe,0.3,Mesa Verde - Radio Mix,Calippo
Favorites/Calvin Harris - Thinking About You ft. Ayah Marar.mp3,Thinking About You ft. Ayah Marar,Calvin Harris,,,276532,2QTs37ndyBnheqYssE8GeZ,https://open.spotify.com/track/2QTs37ndyBnheqYssE8GeZ,0.4,Thinking About You (made popular by Calvin Harris ft. Ayah Marar) [backing version],Party Tyme
Favorites/Calvo feat. Gigi - Made For Us.mp3,Made For Us,Calvo feat. Gigi,,,165486,0ef3f6JHP5T8Y0gfLmN7Zt,https://open.spotify.com/track/35Im9ybpXws6gGdKbRNDdb,0.883,Gigi's Recovery,The Murder Capital
Favorites/CamelPhat & Elderbrook - Cola (Radio Edit).mp3,Cola,CamelPhat & Elderbrook,,,228153,0aL5jEWqfIwNDB3tdzyzH4,https://open.spotify.com/track/0aL5jEWqfIwNDB3tdzyzH4,0.65,Cola,"CamelPhat, Elderbrook"
Favorites/Caribou - Your Love Will Set You Free (c2's Set U Free Remix).mp3,Your Love Will Set You Free (c2's Set U Free Remix),Caribou,,,402312,2MARVRoAyo476CmEKqBWuP,https://open.spotify.com/track/5M9Tx6SFuvilenL6AimYdX,0.818,Fotspor - Todd Terje Disco Mix,"Holm CPU, Todd Terje"
Favorites/Cedric Gervais & Willy Monfret - Make Me Feel (Radio Edit).mp3,Make Me Feel,Cedric Gervais & Willy Monfret,,,211618,7sjZHZKmXoH2Il1iwiiEVZ,https://open.spotify.com/track/7sjZHZKmXoH2Il1iwiiEVZ,0.65,Make Me Feel,"Cedric Gervais, Willy Monfret"
Favorites/Charlie Puth - How Long (EDX's Dubai Skyline Remix).mp3,How Long (EDX's Dubai Skyline Remix),Charlie Puth,,,192731,2cmWjJEB9PydEc1eIHbOHX,https://open.spotify.com/track/2cmWjJEB9PydEc1eIHbOHX,0.7,How Long - EDX's Dubai Skyline Remix,"Charlie Puth, EDX"
Favorites/Cheat Codes x Kris Kross Amsterdam - SEX (Official Music Video).mp3,SEX,Cheat Codes x Kris Kross Amsterdam,,,257254,67TtMGAcZbZf2HWWSa2i1S,https://open.spotify.com/track/67TtMGAcZbZf2HWWSa2i1S,0.4,Sex - Carta Remix Edit,"Cheat Codes, Kris Kross Amsterdam, Carta"
